Title,Author,Translator,ZipRelativePath,TextRelativePath
生ける人形,寺田 寅彦,,cards/000042/files/2468_ruby_11003.zip,https://raw.githubusercontent.com/2Nike2/aozora-utf8/master/text/2468_ruby_11003_ikeru_ningyo.txt
映画芸術,寺田 寅彦,,cards/000042/files/2469_ruby_9297.zip,https://raw.githubusercontent.com/2Nike2/aozora-utf8/master/text/2469_ruby_9297_eiga_geijutsu.txt
音楽的映画としての「ラヴ・ミ・トゥナイト」,寺田 寅彦,,cards/000042/files/2470_ruby_11004.zip,https://raw.githubusercontent.com/2Nike2/aozora-utf8/master/text/2470_ruby_11004_ongakutekieiga_loveme.txt
俳諧の本質的概論,寺田 寅彦,,cards/000042/files/2471_ruby_9300.zip,https://raw.githubusercontent.com/2Nike2/aozora-utf8/master/text/2471_ruby_9300_haikaino_honshitsu.txt
夏目漱石先生の追憶,寺田 寅彦,,cards/000042/files/2472_ruby_9280.zip,https://raw.githubusercontent.com/2Nike2/aozora-utf8/master/text/2472_ruby_9280_natsume_soseki.txt
田丸先生の追憶,寺田 寅彦,,cards/000042/files/2473_ruby_9279.zip,https://raw.githubusercontent.com/2Nike2/aozora-utf8/master/text/2473_ruby_9279_tamaru_sensei.txt
北氷洋の氷の割れる音,寺田 寅彦,,cards/000042/files/2474_ruby_10189.zip,https://raw.githubusercontent.com/2Nike2/aozora-utf8/master/text/2474_ruby_10189_hoppyoyono_kori.txt
鎖骨,寺田 寅彦,,cards/000042/files/2475_ruby_11210.zip,https://raw.githubusercontent.com/2Nike2/aozora-utf8/master/text/2475_ruby_11210_sakotsu.txt
火事教育,寺田 寅彦,,cards/000042/files/2476_ruby_11208.zip,https://raw.githubusercontent.com/2Nike2/aozora-utf8/master/text/2476_ruby_11208_kaji_kyoiku.txt
ニュース映画と新聞記事,寺田 寅彦,,cards/000042/files/2477_ruby_10333.zip,https://raw.githubusercontent.com/2Nike2/aozora-utf8/master/text/2477_ruby_10333_news_eiga.txt
銀座アルプス,寺田 寅彦,,cards/000042/files/2478_ruby_9691.zip,https://raw.githubusercontent.com/2Nike2/aozora-utf8/master/text/2478_ruby_9691_ginza_alps.txt
コーヒー哲学序説,寺田 寅彦,,cards/000042/files/2479_ruby_9460.zip,https://raw.githubusercontent.com/2Nike2/aozora-utf8/master/text/2479_ruby_9460_coffee_tetsugaku.txt
空想日録,寺田 寅彦,,cards/000042/files/2480_ruby_10328.zip,https://raw.githubusercontent.com/2Nike2/aozora-utf8/master/text/2480_ruby_10328_kuso_nichiroku.txt
映画雑感（Ⅱ）,寺田 寅彦,,cards/000042/files/2481_ruby_9685.zip,https://raw.githubusercontent.com/2Nike2/aozora-utf8/master/text/2481_ruby_9685_eiga_zakkan2.txt
映画「マルガ」に現われた動物の闘争,寺田 寅彦,,cards/000042/files/2482_ruby_9472.zip,https://raw.githubusercontent.com/2Nike2/aozora-utf8/master/text/2482_ruby_9472_eiga_maruga.txt
蒸発皿,寺田 寅彦,,cards/000042/files/2483_ruby_11211.zip,https://raw.githubusercontent.com/2Nike2/aozora-utf8/master/text/2483_ruby_11211_johatsuzara.txt
記録狂時代,寺田 寅彦,,cards/000042/files/2484_ruby_11209.zip,https://raw.githubusercontent.com/2Nike2/aozora-utf8/master/text/2484_ruby_11209_kirokukyo_jidai.txt
涼味数題,寺田 寅彦,,cards/000042/files/2485_ruby_10335.zip,https://raw.githubusercontent.com/2Nike2/aozora-utf8/master/text/2485_ruby_10335_ryomi_sudai.txt
錯覚数題,寺田 寅彦,,cards/000042/files/2486_ruby_10330.zip,https://raw.githubusercontent.com/2Nike2/aozora-utf8/master/text/2486_ruby_10330_sakkaku_sudai.txt
試験管,寺田 寅彦,,cards/000042/files/2487_ruby_10332.zip,https://raw.githubusercontent.com/2Nike2/aozora-utf8/master/text/2487_ruby_10332_shikenkan.txt
沓掛より,寺田 寅彦,,cards/000042/files/2488_ruby_10329.zip,https://raw.githubusercontent.com/2Nike2/aozora-utf8/master/text/2488_ruby_10329_kutsukakeyori.txt
さるかに合戦と桃太郎,寺田 寅彦,,cards/000042/files/2489_ruby_10331.zip,https://raw.githubusercontent.com/2Nike2/aozora-utf8/master/text/2489_ruby_10331_sarukani_momotaro.txt
思い出草,寺田 寅彦,,cards/000042/files/2490_ruby_10327.zip,https://raw.githubusercontent.com/2Nike2/aozora-utf8/master/text/2490_ruby_10327_omoidegusa.txt
踊る線条,寺田 寅彦,,cards/000042/files/2491_ruby_11207.zip,https://raw.githubusercontent.com/2Nike2/aozora-utf8/master/text/2491_ruby_11207_odoru_senjo.txt
ジャーナリズム雑感,寺田 寅彦,,cards/000042/files/2492_ruby_10190.zip,https://raw.githubusercontent.com/2Nike2/aozora-utf8/master/text/2492_ruby_10190_journalism_zakkan.txt
函館の大火について,寺田 寅彦,,cards/000042/files/2493_ruby_10188.zip,https://raw.githubusercontent.com/2Nike2/aozora-utf8/master/text/2493_ruby_10188_hakodate_taika.txt
庭の追憶,寺田 寅彦,,cards/000042/files/2494_ruby_10334.zip,https://raw.githubusercontent.com/2Nike2/aozora-utf8/master/text/2494_ruby_10334_niwano_tsuioku.txt
藤棚の陰から,寺田 寅彦,,cards/000042/files/2495_ruby_9694.zip,https://raw.githubusercontent.com/2Nike2/aozora-utf8/master/text/2495_ruby_9694_fujidana.txt
映画と生理,寺田 寅彦,,cards/000042/files/2496_ruby_10201.zip,https://raw.githubusercontent.com/2Nike2/aozora-utf8/master/text/2496_ruby_10201_eigato_seiri.txt
映画雑感（Ⅲ）,寺田 寅彦,,cards/000042/files/2497_ruby_9343.zip,https://raw.githubusercontent.com/2Nike2/aozora-utf8/master/text/2497_ruby_9343_eiga_zakkan3.txt
映画雑感（Ⅳ）,寺田 寅彦,,cards/000042/files/2498_ruby_10200.zip,https://raw.githubusercontent.com/2Nike2/aozora-utf8/master/text/2498_ruby_10200_eiga_zakkan4.txt
災難雑考,寺田 寅彦,,cards/000042/files/2500_ruby_13847.zip,https://raw.githubusercontent.com/2Nike2/aozora-utf8/master/text/2500_ruby_13847_sainan_zakko.txt
三斜晶系,寺田 寅彦,,cards/000042/files/2501_ruby_13849.zip,https://raw.githubusercontent.com/2Nike2/aozora-utf8/master/text/2501_ruby_13849_sanshashokei.txt
糸車,寺田 寅彦,,cards/000042/files/2502_ruby_10202.zip,https://raw.githubusercontent.com/2Nike2/aozora-utf8/master/text/2502_ruby_10202_itoguruma.txt
詩と官能,寺田 寅彦,,cards/000042/files/2503_ruby_9308.zip,https://raw.githubusercontent.com/2Nike2/aozora-utf8/master/text/2503_ruby_9308_shito_kanno.txt
自由画稿,寺田 寅彦,,cards/000042/files/2504_ruby_9354.zip,https://raw.githubusercontent.com/2Nike2/aozora-utf8/master/text/2504_ruby_9354_jiyu_gako.txt
小泉八雲秘稿画本「妖魔詩話」,寺田 寅彦,,cards/000042/files/2505_ruby_9331.zip,https://raw.githubusercontent.com/2Nike2/aozora-utf8/master/text/2505_ruby_9331_koizumi_yakumo_hiko.txt
小浅間,寺田 寅彦,,cards/000042/files/2506_ruby_13837.zip,https://raw.githubusercontent.com/2Nike2/aozora-utf8/master/text/2506_ruby_13837_koasama.txt
小爆発二件,寺田 寅彦,,cards/000042/files/2507_ruby_13839.zip,https://raw.githubusercontent.com/2Nike2/aozora-utf8/master/text/2507_ruby_13839_shobakuhatsu_niken.txt
地図をながめて,寺田 寅彦,,cards/000042/files/2508_ruby_10217.zip,https://raw.githubusercontent.com/2Nike2/aozora-utf8/master/text/2508_ruby_10217_chizuwo_nagamete.txt
天災と国防,寺田 寅彦,,cards/000042/files/2509_ruby_9310.zip,https://raw.githubusercontent.com/2Nike2/aozora-utf8/master/text/2509_ruby_9310_tensaito_kokubo.txt
日本人の自然観,寺田 寅彦,,cards/000042/files/2510_ruby_13845.zip,https://raw.githubusercontent.com/2Nike2/aozora-utf8/master/text/2510_ruby_13845_nihonjinno_shizenkan.txt
破片,寺田 寅彦,,cards/000042/files/2511_ruby_9216.zip,https://raw.githubusercontent.com/2Nike2/aozora-utf8/master/text/2511_ruby_9216_hahen.txt
俳句の型式とその進化,寺田 寅彦,,cards/000042/files/2512_ruby_9217.zip,https://raw.githubusercontent.com/2Nike2/aozora-utf8/master/text/2512_ruby_9217_haikuno_keishiki.txt
俳句の精神,寺田 寅彦,,cards/000042/files/2513_ruby_12241.zip,https://raw.githubusercontent.com/2Nike2/aozora-utf8/master/text/2513_ruby_12241_haikuno_seishin.txt
物売りの声,寺田 寅彦,,cards/000042/files/2514_ruby_9307.zip,https://raw.githubusercontent.com/2Nike2/aozora-utf8/master/text/2514_ruby_9307_monourino_koe.txt
Ｂ教授の死,寺田 寅彦,,cards/000042/files/2515_ruby_10192.zip,https://raw.githubusercontent.com/2Nike2/aozora-utf8/master/text/2515_ruby_10192_b_kyojuno_shi.txt
ステッキ,寺田 寅彦,,cards/000042/files/33198_ruby_13267.zip,https://raw.githubusercontent.com/2Nike2/aozora-utf8/master/text/33198_ruby_13267_stick.txt
映画時代,寺田 寅彦,,cards/000042/files/339_ruby_489.zip,https://raw.githubusercontent.com/2Nike2/aozora-utf8/master/text/339_ruby_489_eigajidai.txt
海陸風と夕なぎ,寺田 寅彦,,cards/000042/files/42147_ruby_12288.zip,https://raw.githubusercontent.com/2Nike2/aozora-utf8/master/text/42147_ruby_12288_kairikufuto_yunagi.txt
神田を散歩して,寺田 寅彦,,cards/000042/files/42148_ruby_13741.zip,https://raw.githubusercontent.com/2Nike2/aozora-utf8/master/text/42148_ruby_13741_kandao_sanposhite.txt
ある探偵事件,寺田 寅彦,,cards/000042/files/42160_ruby_16421.zip,https://raw.githubusercontent.com/2Nike2/aozora-utf8/master/text/42160_ruby_16421_aru_tantei_jiken.txt
家庭の人へ,寺田 寅彦,,cards/000042/files/42161_ruby_17959.zip,https://raw.githubusercontent.com/2Nike2/aozora-utf8/master/text/42161_ruby_17959_kateino_hitoe.txt
五月の唯物観,寺田 寅彦,,cards/000042/files/42162_ruby_17683.zip,https://raw.githubusercontent.com/2Nike2/aozora-utf8/master/text/42162_ruby_17683_gogatsuno_yuibutsukan.txt
猿の顔,寺田 寅彦,,cards/000042/files/42163_txt_17684.zip,https://raw.githubusercontent.com/2Nike2/aozora-utf8/master/text/42163_txt_17684_saruno_kao.txt
小さな出来事,寺田 寅彦,,cards/000042/files/42164_ruby_17685.zip,https://raw.githubusercontent.com/2Nike2/aozora-utf8/master/text/42164_ruby_17685_chiisana_dekigoto.txt
鉛をかじる虫,寺田 寅彦,,cards/000042/files/42165_ruby_16420.zip,https://raw.githubusercontent.com/2Nike2/aozora-utf8/master/text/42165_ruby_16420_namario_kajiru_mushi.txt
蜂が団子をこしらえる話,寺田 寅彦,,cards/000042/files/42166_ruby_17686.zip,https://raw.githubusercontent.com/2Nike2/aozora-utf8/master/text/42166_ruby_17686_hachiga_dangoo.txt
昭和二年の二科会と美術院,寺田 寅彦,,cards/000042/files/42213_ruby_19436.zip,https://raw.githubusercontent.com/2Nike2/aozora-utf8/master/text/42213_ruby_19436_showaninenno_nikakai.txt
人の言葉――自分の言葉,寺田 寅彦,,cards/000042/files/42214_ruby_19437.zip,https://raw.githubusercontent.com/2Nike2/aozora-utf8/master/text/42214_ruby_19437_hitono_jibunno.txt
浅草紙,寺田 寅彦,,cards/000042/files/42218_ruby_14030.zip,https://raw.githubusercontent.com/2Nike2/aozora-utf8/master/text/42218_ruby_14030_asakusagami.txt
雑記（Ⅱ）,寺田 寅彦,,cards/000042/files/42219_ruby_16408.zip,https://raw.githubusercontent.com/2Nike2/aozora-utf8/master/text/42219_ruby_16408_zakki2.txt
雑記（Ⅰ）,寺田 寅彦,,cards/000042/files/42220_ruby_16508.zip,https://raw.githubusercontent.com/2Nike2/aozora-utf8/master/text/42220_ruby_16508_zakki1.txt
断片（Ⅱ）,寺田 寅彦,,cards/000042/files/42221_ruby_14032.zip,https://raw.githubusercontent.com/2Nike2/aozora-utf8/master/text/42221_ruby_14032_danpen2.txt
断片（Ⅰ）,寺田 寅彦,,cards/000042/files/42222_ruby_14031.zip,https://raw.githubusercontent.com/2Nike2/aozora-utf8/master/text/42222_ruby_14031_danpen1.txt
病中記,寺田 寅彦,,cards/000042/files/42223_ruby_14033.zip,https://raw.githubusercontent.com/2Nike2/aozora-utf8/master/text/42223_ruby_14033_byochuki.txt
鑢屑,寺田 寅彦,,cards/000042/files/42224_ruby_14035.zip,https://raw.githubusercontent.com/2Nike2/aozora-utf8/master/text/42224_ruby_14035_yasurikuzu.txt
異質触媒作用,寺田 寅彦,,cards/000042/files/42227_ruby_13981.zip,https://raw.githubusercontent.com/2Nike2/aozora-utf8/master/text/42227_ruby_13981_ishitsu_shokubai_sayo.txt
さまよえるユダヤ人の手記より,寺田 寅彦,,cards/000042/files/42228_ruby_13978.zip,https://raw.githubusercontent.com/2Nike2/aozora-utf8/master/text/42228_ruby_13978_samayoeru_yudayajin.txt
スパーク,寺田 寅彦,,cards/000042/files/42229_ruby_13979.zip,https://raw.githubusercontent.com/2Nike2/aozora-utf8/master/text/42229_ruby_13979_spark.txt
夏,寺田 寅彦,,cards/000042/files/42230_ruby_13987.zip,https://raw.githubusercontent.com/2Nike2/aozora-utf8/master/text/42230_ruby_13987_natsu.txt
ラジオ雑感,寺田 寅彦,,cards/000042/files/42231_ruby_13980.zip,https://raw.githubusercontent.com/2Nike2/aozora-utf8/master/text/42231_ruby_13980_radio_zakkan.txt
浅間山麓より,寺田 寅彦,,cards/000042/files/42255_ruby_17115.zip,https://raw.githubusercontent.com/2Nike2/aozora-utf8/master/text/42255_ruby_17115_asama_sanroku.txt
鴉と唱歌,寺田 寅彦,,cards/000042/files/42256_ruby_17958.zip,https://raw.githubusercontent.com/2Nike2/aozora-utf8/master/text/42256_ruby_17958_karasuto_shoka.txt
喫煙四十年,寺田 寅彦,,cards/000042/files/42257_ruby_18356.zip,https://raw.githubusercontent.com/2Nike2/aozora-utf8/master/text/42257_ruby_18356_kitsuen.txt
高原,寺田 寅彦,,cards/000042/files/42258_ruby_18360.zip,https://raw.githubusercontent.com/2Nike2/aozora-utf8/master/text/42258_ruby_18360_kogen.txt
ゴルフ随行記,寺田 寅彦,,cards/000042/files/42259_ruby_18715.zip,https://raw.githubusercontent.com/2Nike2/aozora-utf8/master/text/42259_ruby_18715_golf_zuikoki.txt
札幌まで,寺田 寅彦,,cards/000042/files/42260_ruby_18716.zip,https://raw.githubusercontent.com/2Nike2/aozora-utf8/master/text/42260_ruby_18716_sapporomade.txt
雑記帳より（Ⅰ）,寺田 寅彦,,cards/000042/files/42261_ruby_18760.zip,https://raw.githubusercontent.com/2Nike2/aozora-utf8/master/text/42261_ruby_18760_zakkichoyori1.txt
雑記帳より（Ⅱ）,寺田 寅彦,,cards/000042/files/42262_ruby_18718.zip,https://raw.githubusercontent.com/2Nike2/aozora-utf8/master/text/42262_ruby_18718_zakkichoyori2.txt
初冬の日記から,寺田 寅彦,,cards/000042/files/42263_ruby_21982.zip,https://raw.githubusercontent.com/2Nike2/aozora-utf8/master/text/42263_ruby_21982_shotono_nikkikara.txt
新年雑俎,寺田 寅彦,,cards/000042/files/42264_ruby_20988.zip,https://raw.githubusercontent.com/2Nike2/aozora-utf8/master/text/42264_ruby_20988_shinnen_zasso.txt
猫の穴掘り,寺田 寅彦,,cards/000042/files/42265_ruby_19073.zip,https://raw.githubusercontent.com/2Nike2/aozora-utf8/master/text/42265_ruby_19073_nekono_anahori.txt
箱根熱海バス紀行,寺田 寅彦,,cards/000042/files/42266_ruby_24295.zip,https://raw.githubusercontent.com/2Nike2/aozora-utf8/master/text/42266_ruby_24295_hakone_atami.txt
ピタゴラスと豆,寺田 寅彦,,cards/000042/files/42267_ruby_14321.zip,https://raw.githubusercontent.com/2Nike2/aozora-utf8/master/text/42267_ruby_14321_pythagoras_to_mame.txt
夢判断,寺田 寅彦,,cards/000042/files/42268_ruby_14417.zip,https://raw.githubusercontent.com/2Nike2/aozora-utf8/master/text/42268_ruby_14417_yumehandan.txt
電車と風呂,寺田 寅彦,,cards/000042/files/42388_ruby_16945.zip,https://raw.githubusercontent.com/2Nike2/aozora-utf8/master/text/42388_ruby_16945_denshato_furo.txt
科学上における権威の価値と弊害,寺田 寅彦,,cards/000042/files/42693_ruby_17955.zip,https://raw.githubusercontent.com/2Nike2/aozora-utf8/master/text/42693_ruby_17955_kagakujoni_okeru_ken'ino_kachito_heigai.txt
科学上の骨董趣味と温故知新,寺田 寅彦,,cards/000042/files/42694_ruby_17956.zip,https://raw.githubusercontent.com/2Nike2/aozora-utf8/master/text/42694_ruby_17956_kagakujono_kotto_shumito_onkochishin.txt
観点と距離,寺田 寅彦,,cards/000042/files/42695_ruby_17957.zip,https://raw.githubusercontent.com/2Nike2/aozora-utf8/master/text/42695_ruby_17957_kantento_kyori.txt
学位について,寺田 寅彦,,cards/000042/files/42696_ruby_17954.zip,https://raw.githubusercontent.com/2Nike2/aozora-utf8/master/text/42696_ruby_17954_gakuini_tsuite.txt
研究的態度の養成,寺田 寅彦,,cards/000042/files/42697_ruby_18357.zip,https://raw.githubusercontent.com/2Nike2/aozora-utf8/master/text/42697_ruby_18357_kenkyuteki_taidono_yosei.txt
言語と道具,寺田 寅彦,,cards/000042/files/42698_ruby_18358.zip,https://raw.githubusercontent.com/2Nike2/aozora-utf8/master/text/42698_ruby_18358_gengoto_dogu.txt
西鶴と科学,寺田 寅彦,,cards/000042/files/42699_ruby_18719.zip,https://raw.githubusercontent.com/2Nike2/aozora-utf8/master/text/42699_ruby_18719_saikakuto_kagaku.txt
自然現象の予報,寺田 寅彦,,cards/000042/files/42700_ruby_19076.zip,https://raw.githubusercontent.com/2Nike2/aozora-utf8/master/text/42700_ruby_19076_shizen_genshono_yoho.txt
物質とエネルギー,寺田 寅彦,,cards/000042/files/42701_ruby_23736.zip,https://raw.githubusercontent.com/2Nike2/aozora-utf8/master/text/42701_ruby_23736_busshitsuto_energy.txt
物理学実験の教授について,寺田 寅彦,,cards/000042/files/42702_ruby_23737.zip,https://raw.githubusercontent.com/2Nike2/aozora-utf8/master/text/42702_ruby_23737_butsurigaku_jikkenno_kyojuni_tsuite.txt
物理学の応用について,寺田 寅彦,,cards/000042/files/42703_ruby_23738.zip,https://raw.githubusercontent.com/2Nike2/aozora-utf8/master/text/42703_ruby_23738_butsurigakuno_oyoni_tsuite.txt
文学の中の科学的要素,寺田 寅彦,,cards/000042/files/42704_ruby_23739.zip,https://raw.githubusercontent.com/2Nike2/aozora-utf8/master/text/42704_ruby_23739_bungakuno_nakano_kagakuteki_yoso.txt
方則について,寺田 寅彦,,cards/000042/files/42705_ruby_23740.zip,https://raw.githubusercontent.com/2Nike2/aozora-utf8/master/text/42705_ruby_23740_hosokuni_tsuite.txt
漫画と科学,寺田 寅彦,,cards/000042/files/42706_ruby_23741.zip,https://raw.githubusercontent.com/2Nike2/aozora-utf8/master/text/42706_ruby_23741_mangato_kagaku.txt
言葉の不思議,寺田 寅彦,,cards/000042/files/42768_ruby_23742.zip,https://raw.githubusercontent.com/2Nike2/aozora-utf8/master/text/42768_ruby_23742_kotobano_fushigi.txt
耳と目,寺田 寅彦,,cards/000042/files/42769_ruby_23743.zip,https://raw.githubusercontent.com/2Nike2/aozora-utf8/master/text/42769_ruby_23743_mimito_me.txt
夏の小半日,寺田 寅彦,,cards/000042/files/43034_ruby_23734.zip,https://raw.githubusercontent.com/2Nike2/aozora-utf8/master/text/43034_ruby_23734_natsuno_kohannichi.txt
アインシュタイン,寺田 寅彦,,cards/000042/files/43074_ruby_23752.zip,https://raw.githubusercontent.com/2Nike2/aozora-utf8/master/text/43074_ruby_23752_einstein.txt
アインシュタインの教育観,寺田 寅彦,,cards/000042/files/43075_ruby_17112.zip,https://raw.githubusercontent.com/2Nike2/aozora-utf8/master/text/43075_ruby_17112_einsteinno_kyoikukan.txt
工学博士末広恭二君,寺田 寅彦,,cards/000042/files/43076_ruby_18359.zip,https://raw.githubusercontent.com/2Nike2/aozora-utf8/master/text/43076_ruby_18359_kogakuhakushi_suehirokyoji.txt
地震雑感,寺田 寅彦,,cards/000042/files/43077_ruby_18720.zip,https://raw.githubusercontent.com/2Nike2/aozora-utf8/master/text/43077_ruby_18720_jishin_zakkan.txt
塵埃と光,寺田 寅彦,,cards/000042/files/43078_ruby_16069.zip,https://raw.githubusercontent.com/2Nike2/aozora-utf8/master/text/43078_ruby_16069_jin'aito_hikari.txt
瀬戸内海の潮と潮流,寺田 寅彦,,cards/000042/files/43079_ruby_16070.zip,https://raw.githubusercontent.com/2Nike2/aozora-utf8/master/text/43079_ruby_16070_setonaikaino_shioto.txt
凍雨と雨氷,寺田 寅彦,,cards/000042/files/43080_ruby_16082.zip,https://raw.githubusercontent.com/2Nike2/aozora-utf8/master/text/43080_ruby_16082_touto_uhyo.txt
土佐の地名,寺田 寅彦,,cards/000042/files/43081_ruby_19077.zip,https://raw.githubusercontent.com/2Nike2/aozora-utf8/master/text/43081_ruby_19077_tosano_chimei.txt
夕凪と夕風,寺田 寅彦,,cards/000042/files/43082_ruby_23753.zip,https://raw.githubusercontent.com/2Nike2/aozora-utf8/master/text/43082_ruby_23753_yunagito_yukaze.txt
レーリー卿（Lord Rayleigh）,寺田 寅彦,,cards/000042/files/43083_ruby_23754.zip,https://raw.githubusercontent.com/2Nike2/aozora-utf8/master/text/43083_ruby_23754_lord_rayleigh.txt
鸚鵡のイズム,寺田 寅彦,,cards/000042/files/43249_ruby_17116.zip,https://raw.githubusercontent.com/2Nike2/aozora-utf8/master/text/43249_ruby_17116_omuno_ism.txt
烏瓜の花と蛾,寺田 寅彦,,cards/000042/files/43250_ruby_17007.zip,https://raw.githubusercontent.com/2Nike2/aozora-utf8/master/text/43250_ruby_17007_karasuurino_hanato_ga.txt
議会の印象,寺田 寅彦,,cards/000042/files/43251_ruby_16947.zip,https://raw.githubusercontent.com/2Nike2/aozora-utf8/master/text/43251_ruby_16947_gikaino_insho.txt
ＫからＱまで,寺田 寅彦,,cards/000042/files/43252_ruby_16909.zip,https://raw.githubusercontent.com/2Nike2/aozora-utf8/master/text/43252_ruby_16909_kkara_qmade.txt
石油ランプ,寺田 寅彦,,cards/000042/files/43253_ruby_16908.zip,https://raw.githubusercontent.com/2Nike2/aozora-utf8/master/text/43253_ruby_16908_sekiyu_lamp.txt
戦争と気象学,寺田 寅彦,,cards/000042/files/43254_ruby_16074.zip,https://raw.githubusercontent.com/2Nike2/aozora-utf8/master/text/43254_ruby_16074_sensoto_kishogaku.txt
千人針,寺田 寅彦,,cards/000042/files/43255_ruby_16907.zip,https://raw.githubusercontent.com/2Nike2/aozora-utf8/master/text/43255_ruby_16907_senninbari.txt
チューインガム,寺田 寅彦,,cards/000042/files/43256_ruby_16946.zip,https://raw.githubusercontent.com/2Nike2/aozora-utf8/master/text/43256_ruby_16946_chewing_gum.txt
徒然草の鑑賞,寺田 寅彦,,cards/000042/files/43257_ruby_17008.zip,https://raw.githubusercontent.com/2Nike2/aozora-utf8/master/text/43257_ruby_17008_tsurezuregusano_kansho.txt
マーカス・ショーとレビュー式教育,寺田 寅彦,,cards/000042/files/43258_ruby_17064.zip,https://raw.githubusercontent.com/2Nike2/aozora-utf8/master/text/43258_ruby_17064_marcus_show.txt
マルコポロから,寺田 寅彦,,cards/000042/files/43259_ruby_16906.zip,https://raw.githubusercontent.com/2Nike2/aozora-utf8/master/text/43259_ruby_16906_marco_polo_kara.txt
流言蜚語,寺田 寅彦,,cards/000042/files/43260_ruby_16905.zip,https://raw.githubusercontent.com/2Nike2/aozora-utf8/master/text/43260_ruby_16905_ryugen_higo.txt
映画雑感（Ⅵ）,寺田 寅彦,,cards/000042/files/43277_ruby_17297.zip,https://raw.githubusercontent.com/2Nike2/aozora-utf8/master/text/43277_ruby_17297_eiga_zakkan6.txt
映画雑感（Ⅴ）,寺田 寅彦,,cards/000042/files/43278_ruby_17113.zip,https://raw.githubusercontent.com/2Nike2/aozora-utf8/master/text/43278_ruby_17113_eiga_zakkan5.txt
教育映画について,寺田 寅彦,,cards/000042/files/43279_ruby_24720.zip,https://raw.githubusercontent.com/2Nike2/aozora-utf8/master/text/43279_ruby_24720_kyoikueigani_tsuite.txt
津田青楓君の画と南画の芸術的価値,寺田 寅彦,,cards/000042/files/43280_ruby_23745.zip,https://raw.githubusercontent.com/2Nike2/aozora-utf8/master/text/43280_ruby_23745_tsuda_seifukun.txt
帝展を見ざるの記,寺田 寅彦,,cards/000042/files/43281_ruby_23746.zip,https://raw.githubusercontent.com/2Nike2/aozora-utf8/master/text/43281_ruby_23746_teiten'o_mizaruno_ki.txt
中村彝氏の追憶,寺田 寅彦,,cards/000042/files/43282_ruby_23747.zip,https://raw.githubusercontent.com/2Nike2/aozora-utf8/master/text/43282_ruby_23747_nakamura_tsuneshi.txt
二科会その他,寺田 寅彦,,cards/000042/files/43283_ruby_23748.zip,https://raw.githubusercontent.com/2Nike2/aozora-utf8/master/text/43283_ruby_23748_nikakai_sonota.txt
二科会展覧会雑感,寺田 寅彦,,cards/000042/files/43284_ruby_23749.zip,https://raw.githubusercontent.com/2Nike2/aozora-utf8/master/text/43284_ruby_23749_nikakai_tenrankai_zakkan.txt
二科狂想行進曲,寺田 寅彦,,cards/000042/files/43285_ruby_23750.zip,https://raw.githubusercontent.com/2Nike2/aozora-utf8/master/text/43285_ruby_23750_nika_kyoso_koshinkyoku.txt
二科展院展急行瞥見,寺田 寅彦,,cards/000042/files/43286_ruby_23751.zip,https://raw.githubusercontent.com/2Nike2/aozora-utf8/master/text/43286_ruby_23751_nikaten_inten_kyuko_bekken.txt
山中常盤双紙,寺田 寅彦,,cards/000042/files/43287_ruby_24721.zip,https://raw.githubusercontent.com/2Nike2/aozora-utf8/master/text/43287_ruby_24721_yamanaka_tokiwazoshi.txt
ある日の経験,寺田 寅彦,,cards/000042/files/43439_ruby_17137.zip,https://raw.githubusercontent.com/2Nike2/aozora-utf8/master/text/43439_ruby_17137_aruhino_keiken.txt
PROFESSOR TAKEMATU OKADA,寺田 寅彦,,cards/000042/files/43534_txt_19715.zip,https://raw.githubusercontent.com/2Nike2/aozora-utf8/master/text/43534_txt_19715_professor_takematsu_okada.txt
学問の自由,寺田 寅彦,,cards/000042/files/43535_ruby_24441.zip,https://raw.githubusercontent.com/2Nike2/aozora-utf8/master/text/43535_ruby_24441_gakumonno_jiyu.txt
雑感,寺田 寅彦,,cards/000042/files/43536_ruby_23735.zip,https://raw.githubusercontent.com/2Nike2/aozora-utf8/master/text/43536_ruby_23735_zakkan.txt
歳時記新註,寺田 寅彦,,cards/000042/files/43568_ruby_24442.zip,https://raw.githubusercontent.com/2Nike2/aozora-utf8/master/text/43568_ruby_24442_saijiki_shinchu.txt
夏目先生の俳句と漢詩,寺田 寅彦,,cards/000042/files/43569_ruby_24444.zip,https://raw.githubusercontent.com/2Nike2/aozora-utf8/master/text/43569_ruby_24444_natsumesenseino_haiku.txt
話の種,寺田 寅彦,,cards/000042/files/43570_ruby_23744.zip,https://raw.githubusercontent.com/2Nike2/aozora-utf8/master/text/43570_ruby_23744_hanashino_tane.txt
変った話,寺田 寅彦,,cards/000042/files/4359_ruby_9270.zip,https://raw.githubusercontent.com/2Nike2/aozora-utf8/master/text/4359_ruby_9270_kawatta_hanashi.txt
科学に志す人へ,寺田 寅彦,,cards/000042/files/4360_ruby_9272.zip,https://raw.githubusercontent.com/2Nike2/aozora-utf8/master/text/4360_ruby_9272_kagakuni_kokorozasu_hitoe.txt
随筆難,寺田 寅彦,,cards/000042/files/4361_ruby_23317.zip,https://raw.githubusercontent.com/2Nike2/aozora-utf8/master/text/4361_ruby_23317_zuihitsunan.txt
